name,price,costPrice,category,stock,barcode,image
Shampoo 337,151,138,Snacks,160,300337,https://source.unsplash.com/300x300/?Shampoo
Shampoo 338,189,189,Fruits,27,300338,https://source.unsplash.com/300x300/?Shampoo
Biscuits 339,157,153,Fruits,147,300339,https://source.unsplash.com/300x300/?Biscuits
Biscuits 340,102,86,Personal Care,49,300340,https://source.unsplash.com/300x300/?Biscuits
Rice 341,114,109,Personal Care,196,300341,https://source.unsplash.com/300x300/?Rice
Soap 342,175,166,Beverages,159,300342,https://source.unsplash.com/300x300/?Soap
Shampoo 343,185,176,Dairy,42,300343,https://source.unsplash.com/300x300/?Shampoo
Shampoo 344,178,159,Bakery,156,300344,https://source.unsplash.com/300x300/?Shampoo
Salt 345,58,39,Fruits,150,300345,https://source.unsplash.com/300x300/?Salt
Rice 346,156,144,Beverages,19,300346,https://source.unsplash.com/300x300/?Rice
Eggs 347,139,126,Personal Care,131,300347,https://source.unsplash.com/300x300/?Eggs
Oil 348,168,149,Personal Care,165,300348,https://source.unsplash.com/300x300/?Oil
Sugar 349,38,19,Snacks,132,300349,https://source.unsplash.com/300x300/?Sugar
Sugar 350,151,150,Bakery,13,300350,https://source.unsplash.com/300x300/?Sugar
Cheese 351,219,204,Dairy,182,300351,https://source.unsplash.com/300x300/?Cheese
Eggs 352,68,59,Personal Care,53,300352,https://source.unsplash.com/300x300/?Eggs
Salt 353,50,45,Grocery,174,300353,https://source.unsplash.com/300x300/?Salt
Chocolate 354,200,186,Beverages,56,300354,https://source.unsplash.com/300x300/?Chocolate
Oil 355,156,146,Fruits,118,300355,https://source.unsplash.com/300x300/?Oil
Banana 356,96,95,Bakery,97,300356,https://source.unsplash.com/300x300/?Banana
Biscuits 357,32,32,Bakery,28,300357,https://source.unsplash.com/300x300/?Biscuits
Sugar 358,170,151,Dairy,199,300358,https://source.unsplash.com/300x300/?Sugar
Juice 359,204,197,Personal Care,155,300359,https://source.unsplash.com/300x300/?Juice
Biscuits 360,211,194,Fruits,178,300360,https://source.unsplash.com/300x300/?Biscuits
Toothpaste 361,212,212,Beverages,20,300361,https://source.unsplash.com/300x300/?Toothpaste
Cheese 362,176,160,Personal Care,180,300362,https://source.unsplash.com/300x300/?Cheese
Juice 363,113,108,Snacks,144,300363,https://source.unsplash.com/300x300/?Juice
Shampoo 364,98,81,Beverages,139,300364,https://source.unsplash.com/300x300/?Shampoo
Eggs 365,75,65,Beverages,35,300365,https://source.unsplash.com/300x300/?Eggs
Rice 366,115,111,Dairy,140,300366,https://source.unsplash.com/300x300/?Rice
Biscuits 367,146,133,Fruits,142,300367,https://source.unsplash.com/300x300/?Biscuits
Soap 368,153,152,Dairy,25,300368,https://source.unsplash.com/300x300/?Soap
Sugar 369,62,43,Snacks,32,300369,https://source.unsplash.com/300x300/?Sugar
Sugar 370,209,196,Bakery,16,300370,https://source.unsplash.com/300x300/?Sugar
Banana 371,129,120,Dairy,110,300371,https://source.unsplash.com/300x300/?Banana
Chips 372,40,21,Snacks,120,300372,https://source.unsplash.com/300x300/?Chips
Sugar 373,74,68,Personal Care,143,300373,https://source.unsplash.com/300x300/?Sugar
Chips 374,81,72,Bakery,113,300374,https://source.unsplash.com/300x300/?Chips
Apple 375,47,33,Bakery,146,300375,https://source.unsplash.com/300x300/?Apple
Salt 376,200,185,Grocery,85,300376,https://source.unsplash.com/300x300/?Salt
Shampoo 377,178,174,Bakery,65,300377,https://source.unsplash.com/300x300/?Shampoo
Apple 378,93,75,Fruits,175,300378,https://source.unsplash.com/300x300/?Apple
Shampoo 379,25,17,Snacks,63,300379,https://source.unsplash.com/300x300/?Shampoo
Juice 380,42,41,Personal Care,182,300380,https://source.unsplash.com/300x300/?Juice
Toothpaste 381,145,140,Personal Care,17,300381,https://source.unsplash.com/300x300/?Toothpaste
Biscuits 382,137,129,Grocery,139,300382,https://source.unsplash.com/300x300/?Biscuits
Banana 383,121,116,Snacks,83,300383,https://source.unsplash.com/300x300/?Banana
Oil 384,106,87,Beverages,43,300384,https://source.unsplash.com/300x300/?Oil
Chocolate 385,119,108,Beverages,82,300385,https://source.unsplash.com/300x300/?Chocolate
Soap 386,62,43,Dairy,113,300386,https://source.unsplash.com/300x300/?Soap
Butter 387,92,88,Beverages,129,300387,https://source.unsplash.com/300x300/?Butter
Chocolate 388,116,98,Fruits,29,300388,https://source.unsplash.com/300x300/?Chocolate
Milk 389,187,187,Snacks,172,300389,https://source.unsplash.com/300x300/?Milk
Shampoo 390,167,148,Bakery,121,300390,https://source.unsplash.com/300x300/?Shampoo
Salt 391,92,83,Fruits,98,300391,https://source.unsplash.com/300x300/?Salt
Banana 392,49,43,Bakery,28,300392,https://source.unsplash.com/300x300/?Banana
Salt 393,200,181,Dairy,120,300393,https://source.unsplash.com/300x300/?Salt
Rice 394,213,195,Grocery,28,300394,https://source.unsplash.com/300x300/?Rice
Oil 395,162,147,Fruits,19,300395,https://source.unsplash.com/300x300/?Oil
Banana 396,77,59,Personal Care,104,300396,https://source.unsplash.com/300x300/?Banana
Juice 397,183,166,Bakery,187,300397,https://source.unsplash.com/300x300/?Juice
Biscuits 398,43,37,Bakery,130,300398,https://source.unsplash.com/300x300/?Biscuits
Juice 399,202,186,Bakery,77,300399,https://source.unsplash.com/300x300/?Juice
Chips 400,132,120,Bakery,65,300400,https://source.unsplash.com/300x300/?Chips
Salt 401,216,202,Bakery,131,300401,https://source.unsplash.com/300x300/?Salt
Chocolate 402,181,170,Grocery,44,300402,https://source.unsplash.com/300x300/?Chocolate
Banana 403,187,172,Snacks,188,300403,https://source.unsplash.com/300x300/?Banana
Chocolate 404,53,50,Snacks,150,300404,https://source.unsplash.com/300x300/?Chocolate
Soap 405,182,180,Grocery,108,300405,https://source.unsplash.com/300x300/?Soap
Biscuits 406,38,19,Bakery,167,300406,https://source.unsplash.com/300x300/?Biscuits
Chocolate 407,216,198,Fruits,154,300407,https://source.unsplash.com/300x300/?Chocolate
Oil 408,143,133,Grocery,56,300408,https://source.unsplash.com/300x300/?Oil
Juice 409,28,15,Fruits,126,300409,https://source.unsplash.com/300x300/?Juice
Chips 410,189,184,Fruits,11,300410,https://source.unsplash.com/300x300/?Chips
Cheese 411,76,66,Grocery,171,300411,https://source.unsplash.com/300x300/?Cheese
Oil 412,23,17,Fruits,186,300412,https://source.unsplash.com/300x300/?Oil
Butter 413,131,131,Dairy,185,300413,https://source.unsplash.com/300x300/?Butter
Rice 414,50,31,Dairy,168,300414,https://source.unsplash.com/300x300/?Rice
Chips 415,218,218,Fruits,140,300415,https://source.unsplash.com/300x300/?Chips
Cheese 416,134,127,Personal Care,96,300416,https://source.unsplash.com/300x300/?Cheese
Salt 417,129,127,Grocery,112,300417,https://source.unsplash.com/300x300/?Salt
Salt 418,107,98,Fruits,17,300418,https://source.unsplash.com/300x300/?Salt
Cheese 419,29,21,Personal Care,84,300419,https://source.unsplash.com/300x300/?Cheese
Juice 420,99,84,Dairy,65,300420,https://source.unsplash.com/300x300/?Juice
Oil 421,87,84,Grocery,136,300421,https://source.unsplash.com/300x300/?Oil
Soap 422,152,141,Beverages,19,300422,https://source.unsplash.com/300x300/?Soap
Salt 423,147,129,Snacks,156,300423,https://source.unsplash.com/300x300/?Salt
Biscuits 424,169,158,Fruits,71,300424,https://source.unsplash.com/300x300/?Biscuits
Apple 425,193,176,Beverages,190,300425,https://source.unsplash.com/300x300/?Apple
Biscuits 426,29,22,Snacks,56,300426,https://source.unsplash.com/300x300/?Biscuits
Juice 427,193,183,Beverages,142,300427,https://source.unsplash.com/300x300/?Juice
Salt 428,84,83,Beverages,91,300428,https://source.unsplash.com/300x300/?Salt
Soap 429,202,202,Fruits,90,300429,https://source.unsplash.com/300x300/?Soap
Sugar 430,137,118,Grocery,30,300430,https://source.unsplash.com/300x300/?Sugar
Soap 431,173,169,Beverages,153,300431,https://source.unsplash.com/300x300/?Soap
Salt 432,56,37,Grocery,57,300432,https://source.unsplash.com/300x300/?Salt
Shampoo 433,20,15,Personal Care,49,300433,https://source.unsplash.com/300x300/?Shampoo
Salt 434,42,42,Snacks,62,300434,https://source.unsplash.com/300x300/?Salt
Shampoo 435,80,70,Beverages,10,300435,https://source.unsplash.com/300x300/?Shampoo
Shampoo 436,74,69,Dairy,32,300436,https://source.unsplash.com/300x300/?Shampoo
Eggs 437,38,30,Bakery,91,300437,https://source.unsplash.com/300x300/?Eggs
Eggs 438,217,214,Fruits,105,300438,https://source.unsplash.com/300x300/?Eggs
Chocolate 439,217,204,Fruits,37,300439,https://source.unsplash.com/300x300/?Chocolate
Juice 440,158,142,Personal Care,143,300440,https://source.unsplash.com/300x300/?Juice
Eggs 441,176,176,Snacks,145,300441,https://source.unsplash.com/300x300/?Eggs
Cheese 442,134,134,Grocery,135,300442,https://source.unsplash.com/300x300/?Cheese
Salt 443,71,59,Snacks,189,300443,https://source.unsplash.com/300x300/?Salt
Salt 444,125,125,Fruits,55,300444,https://source.unsplash.com/300x300/?Salt
Juice 445,75,57,Fruits,143,300445,https://source.unsplash.com/300x300/?Juice
Chips 446,150,144,Beverages,100,300446,https://source.unsplash.com/300x300/?Chips
Butter 447,88,74,Bakery,58,300447,https://source.unsplash.com/300x300/?Butter
Bread 448,178,178,Dairy,69,300448,https://source.unsplash.com/300x300/?Bread
Butter 449,157,154,Bakery,1,300449,https://source.unsplash.com/300x300/?Butter
Toothpaste 450,165,150,Bakery,49,300450,https://source.unsplash.com/300x300/?Toothpaste
Toothpaste 451,31,24,Fruits,60,300451,https://source.unsplash.com/300x300/?Toothpaste
Apple 452,155,144,Bakery,94,300452,https://source.unsplash.com/300x300/?Apple
Toothpaste 453,204,196,Dairy,105,300453,https://source.unsplash.com/300x300/?Toothpaste
Chips 454,155,144,Bakery,17,300454,https://source.unsplash.com/300x300/?Chips
Juice 455,176,164,Personal Care,98,300455,https://source.unsplash.com/300x300/?Juice
Milk 456,95,88,Grocery,75,300456,https://source.unsplash.com/300x300/?Milk
Apple 457,31,25,Personal Care,8,300457,https://source.unsplash.com/300x300/?Apple
Soap 458,49,35,Dairy,194,300458,https://source.unsplash.com/300x300/?Soap
Chips 459,95,93,Snacks,155,300459,https://source.unsplash.com/300x300/?Chips
Chips 460,180,161,Snacks,81,300460,https://source.unsplash.com/300x300/?Chips
Eggs 461,65,60,Bakery,129,300461,https://source.unsplash.com/300x300/?Eggs
Banana 462,45,36,Snacks,22,300462,https://source.unsplash.com/300x300/?Banana
Biscuits 463,138,122,Fruits,137,300463,https://source.unsplash.com/300x300/?Biscuits
Sugar 464,103,84,Grocery,121,300464,https://source.unsplash.com/300x300/?Sugar
Chips 465,173,155,Snacks,73,300465,https://source.unsplash.com/300x300/?Chips
Chips 466,104,103,Grocery,22,300466,https://source.unsplash.com/300x300/?Chips
Apple 467,106,88,Grocery,58,300467,https://source.unsplash.com/300x300/?Apple
Bread 468,105,92,Dairy,142,300468,https://source.unsplash.com/300x300/?Bread
Eggs 469,132,113,Bakery,186,300469,https://source.unsplash.com/300x300/?Eggs
Soap 470,201,191,Bakery,163,300470,https://source.unsplash.com/300x300/?Soap
Toothpaste 471,52,47,Snacks,187,300471,https://source.unsplash.com/300x300/?Toothpaste
Milk 472,148,147,Grocery,155,300472,https://source.unsplash.com/300x300/?Milk
Toothpaste 473,141,127,Beverages,125,300473,https://source.unsplash.com/300x300/?Toothpaste
Milk 474,88,86,Fruits,79,300474,https://source.unsplash.com/300x300/?Milk
Eggs 475,215,206,Beverages,138,300475,https://source.unsplash.com/300x300/?Eggs
Chips 476,127,118,Bakery,179,300476,https://source.unsplash.com/300x300/?Chips
Apple 477,136,122,Personal Care,86,300477,https://source.unsplash.com/300x300/?Apple
Sugar 478,151,134,Snacks,9,300478,https://source.unsplash.com/300x300/?Sugar
Cheese 479,148,136,Dairy,27,300479,https://source.unsplash.com/300x300/?Cheese
Toothpaste 480,95,89,Personal Care,30,300480,https://source.unsplash.com/300x300/?Toothpaste
Cheese 481,114,107,Grocery,166,300481,https://source.unsplash.com/300x300/?Cheese
Apple 482,152,143,Personal Care,179,300482,https://source.unsplash.com/300x300/?Apple
Salt 483,144,142,Fruits,50,300483,https://source.unsplash.com/300x300/?Salt
Shampoo 484,42,34,Dairy,13,300484,https://source.unsplash.com/300x300/?Shampoo
Eggs 485,134,132,Grocery,158,300485,https://source.unsplash.com/300x300/?Eggs
Chocolate 486,148,130,Dairy,164,300486,https://source.unsplash.com/300x300/?Chocolate
Banana 487,81,65,Personal Care,133,300487,https://source.unsplash.com/300x300/?Banana
Chips 488,56,46,Dairy,184,300488,https://source.unsplash.com/300x300/?Chips
Banana 489,131,129,Fruits,74,300489,https://source.unsplash.com/300x300/?Banana
Eggs 490,95,85,Bakery,172,300490,https://source.unsplash.com/300x300/?Eggs
Juice 491,97,95,Grocery,196,300491,https://source.unsplash.com/300x300/?Juice
Juice 492,156,147,Dairy,80,300492,https://source.unsplash.com/300x300/?Juice
Bread 493,81,62,Fruits,110,300493,https://source.unsplash.com/300x300/?Bread
Butter 494,217,212,Beverages,131,300494,https://source.unsplash.com/300x300/?Butter
Juice 495,101,83,Dairy,86,300495,https://source.unsplash.com/300x300/?Juice
Banana 496,131,123,Bakery,67,300496,https://source.unsplash.com/300x300/?Banana
Juice 497,100,92,Personal Care,28,300497,https://source.unsplash.com/300x300/?Juice
Sugar 498,108,108,Fruits,158,300498,https://source.unsplash.com/300x300/?Sugar
Eggs 499,135,135,Snacks,80,300499,https://source.unsplash.com/300x300/?Eggs
Sugar 500,135,129,Bakery,101,300500,https://source.unsplash.com/300x300/?Sugar
Chips 501,53,48,Bakery,35,300501,https://source.unsplash.com/300x300/?Chips
Chips 502,193,190,Bakery,22,300502,https://source.unsplash.com/300x300/?Chips
Banana 503,31,25,Fruits,163,300503,https://source.unsplash.com/300x300/?Banana
Juice 504,129,121,Fruits,135,300504,https://source.unsplash.com/300x300/?Juice
Rice 505,130,128,Dairy,87,300505,https://source.unsplash.com/300x300/?Rice
Chocolate 506,23,14,Personal Care,32,300506,https://source.unsplash.com/300x300/?Chocolate
Rice 507,179,178,Snacks,73,300507,https://source.unsplash.com/300x300/?Rice
Juice 508,37,23,Grocery,91,300508,https://source.unsplash.com/300x300/?Juice
Sugar 509,162,143,Bakery,43,300509,https://source.unsplash.com/300x300/?Sugar
Soap 510,166,148,Personal Care,155,300510,https://source.unsplash.com/300x300/?Soap
Juice 511,69,64,Personal Care,91,300511,https://source.unsplash.com/300x300/?Juice
Sugar 512,186,180,Fruits,166,300512,https://source.unsplash.com/300x300/?Sugar
Toothpaste 513,188,178,Beverages,23,300513,https://source.unsplash.com/300x300/?Toothpaste
Biscuits 514,97,92,Grocery,155,300514,https://source.unsplash.com/300x300/?Biscuits
Oil 515,208,207,Fruits,134,300515,https://source.unsplash.com/300x300/?Oil
Biscuits 516,95,86,Bakery,162,300516,https://source.unsplash.com/300x300/?Biscuits
Chocolate 517,98,83,Beverages,103,300517,https://source.unsplash.com/300x300/?Chocolate
Chocolate 518,28,24,Bakery,77,300518,https://source.unsplash.com/300x300/?Chocolate
Rice 519,105,93,Grocery,168,300519,https://source.unsplash.com/300x300/?Rice
Butter 520,172,165,Snacks,23,300520,https://source.unsplash.com/300x300/?Butter
Sugar 521,38,33,Grocery,147,300521,https://source.unsplash.com/300x300/?Sugar
Soap 522,166,166,Bakery,130,300522,https://source.unsplash.com/300x300/?Soap
Milk 523,196,189,Grocery,152,300523,https://source.unsplash.com/300x300/?Milk
Apple 524,218,205,Beverages,151,300524,https://source.unsplash.com/300x300/?Apple
Butter 525,207,191,Grocery,185,300525,https://source.unsplash.com/300x300/?Butter
Chips 526,97,86,Grocery,39,300526,https://source.unsplash.com/300x300/?Chips
Sugar 527,148,131,Bakery,102,300527,https://source.unsplash.com/300x300/?Sugar
Shampoo 528,64,56,Snacks,182,300528,https://source.unsplash.com/300x300/?Shampoo
Oil 529,163,157,Grocery,33,300529,https://source.unsplash.com/300x300/?Oil
Juice 530,120,114,Fruits,59,300530,https://source.unsplash.com/300x300/?Juice
Salt 531,44,35,Grocery,57,300531,https://source.unsplash.com/300x300/?Salt
Biscuits 532,159,153,Snacks,148,300532,https://source.unsplash.com/300x300/?Biscuits
Milk 533,212,212,Personal Care,103,300533,https://source.unsplash.com/300x300/?Milk
Oil 534,40,34,Fruits,20,300534,https://source.unsplash.com/300x300/?Oil
Sugar 535,126,118,Bakery,1,300535,https://source.unsplash.com/300x300/?Sugar
Toothpaste 536,172,168,Bakery,134,300536,https://source.unsplash.com/300x300/?Toothpaste
Chocolate 537,79,67,Fruits,152,300537,https://source.unsplash.com/300x300/?Chocolate
Toothpaste 538,47,29,Personal Care,74,300538,https://source.unsplash.com/300x300/?Toothpaste
Chocolate 539,147,140,Bakery,155,300539,https://source.unsplash.com/300x300/?Chocolate
Soap 540,36,22,Dairy,51,300540,https://source.unsplash.com/300x300/?Soap
Rice 541,75,70,Grocery,176,300541,https://source.unsplash.com/300x300/?Rice
Chips 542,191,182,Grocery,178,300542,https://source.unsplash.com/300x300/?Chips
Sugar 543,214,214,Fruits,115,300543,https://source.unsplash.com/300x300/?Sugar
Sugar 544,144,144,Snacks,69,300544,https://source.unsplash.com/300x300/?Sugar
Cheese 545,158,146,Grocery,41,300545,https://source.unsplash.com/300x300/?Cheese
Rice 546,66,49,Personal Care,130,300546,https://source.unsplash.com/300x300/?Rice
Salt 547,125,111,Fruits,70,300547,https://source.unsplash.com/300x300/?Salt
Bread 548,147,140,Fruits,37,300548,https://source.unsplash.com/300x300/?Bread
Sugar 549,77,59,Snacks,28,300549,https://source.unsplash.com/300x300/?Sugar
Cheese 550,30,12,Bakery,68,300550,https://source.unsplash.com/300x300/?Cheese
Shampoo 551,74,70,Dairy,58,300551,https://source.unsplash.com/300x300/?Shampoo
Chocolate 552,151,151,Dairy,111,300552,https://source.unsplash.com/300x300/?Chocolate
Soap 553,109,107,Personal Care,124,300553,https://source.unsplash.com/300x300/?Soap
Eggs 554,154,143,Dairy,16,300554,https://source.unsplash.com/300x300/?Eggs
Juice 555,188,188,Snacks,10,300555,https://source.unsplash.com/300x300/?Juice
Sugar 556,113,111,Grocery,29,300556,https://source.unsplash.com/300x300/?Sugar
Chocolate 557,173,160,Dairy,51,300557,https://source.unsplash.com/300x300/?Chocolate
Salt 558,102,95,Fruits,130,300558,https://source.unsplash.com/300x300/?Salt
Juice 559,187,170,Snacks,10,300559,https://source.unsplash.com/300x300/?Juice
Apple 560,159,152,Snacks,188,300560,https://source.unsplash.com/300x300/?Apple
Chocolate 561,55,37,Snacks,4,300561,https://source.unsplash.com/300x300/?Chocolate
Juice 562,129,126,Fruits,16,300562,https://source.unsplash.com/300x300/?Juice
Apple 563,215,215,Personal Care,113,300563,https://source.unsplash.com/300x300/?Apple
Bread 564,183,173,Snacks,3,300564,https://source.unsplash.com/300x300/?Bread
Bread 565,209,204,Fruits,74,300565,https://source.unsplash.com/300x300/?Bread
Salt 566,129,118,Snacks,63,300566,https://source.unsplash.com/300x300/?Salt
Butter 567,77,72,Personal Care,53,300567,https://source.unsplash.com/300x300/?Butter
Toothpaste 568,79,76,Beverages,16,300568,https://source.unsplash.com/300x300/?Toothpaste
Butter 569,75,75,Dairy,96,300569,https://source.unsplash.com/300x300/?Butter
Rice 570,213,205,Personal Care,167,300570,https://source.unsplash.com/300x300/?Rice
Chips 571,131,114,Personal Care,165,300571,https://source.unsplash.com/300x300/?Chips
Toothpaste 572,86,81,Bakery,171,300572,https://source.unsplash.com/300x300/?Toothpaste
Chocolate 573,128,120,Bakery,5,300573,https://source.unsplash.com/300x300/?Chocolate
Chocolate 574,135,135,Personal Care,146,300574,https://source.unsplash.com/300x300/?Chocolate
Banana 575,58,39,Beverages,14,300575,https://source.unsplash.com/300x300/?Banana
Oil 576,194,179,Snacks,155,300576,https://source.unsplash.com/300x300/?Oil
Toothpaste 577,139,128,Fruits,123,300577,https://source.unsplash.com/300x300/?Toothpaste
Shampoo 578,124,110,Personal Care,78,300578,https://source.unsplash.com/300x300/?Shampoo
Chocolate 579,56,37,Snacks,93,300579,https://source.unsplash.com/300x300/?Chocolate
Bread 580,186,182,Beverages,13,300580,https://source.unsplash.com/300x300/?Bread
Shampoo 581,144,138,Dairy,122,300581,https://source.unsplash.com/300x300/?Shampoo
Butter 582,42,27,Beverages,21,300582,https://source.unsplash.com/300x300/?Butter
Salt 583,55,36,Snacks,143,300583,https://source.unsplash.com/300x300/?Salt
Salt 584,207,204,Grocery,100,300584,https://source.unsplash.com/300x300/?Salt
Soap 585,126,117,Grocery,54,300585,https://source.unsplash.com/300x300/?Soap
Juice 586,147,140,Personal Care,0,300586,https://source.unsplash.com/300x300/?Juice
Soap 587,87,86,Bakery,29,300587,https://source.unsplash.com/300x300/?Soap
Cheese 588,101,86,Beverages,111,300588,https://source.unsplash.com/300x300/?Cheese
Salt 589,40,30,Bakery,143,300589,https://source.unsplash.com/300x300/?Salt
Milk 590,103,95,Grocery,160,300590,https://source.unsplash.com/300x300/?Milk
Chips 591,88,87,Fruits,98,300591,https://source.unsplash.com/300x300/?Chips
Chocolate 592,29,26,Dairy,56,300592,https://source.unsplash.com/300x300/?Chocolate
Cheese 593,173,166,Personal Care,158,300593,https://source.unsplash.com/300x300/?Cheese
Soap 594,156,153,Grocery,55,300594,https://source.unsplash.com/300x300/?Soap
Butter 595,219,211,Bakery,12,300595,https://source.unsplash.com/300x300/?Butter
Apple 596,168,152,Snacks,15,300596,https://source.unsplash.com/300x300/?Apple
Milk 597,23,22,Snacks,148,300597,https://source.unsplash.com/300x300/?Milk
Chips 598,120,102,Personal Care,164,300598,https://source.unsplash.com/300x300/?Chips
Rice 599,113,107,Grocery,103,300599,https://source.unsplash.com/300x300/?Rice
Chips 600,165,155,Snacks,185,300600,https://source.unsplash.com/300x300/?Chips
Salt 601,197,187,Bakery,68,300601,https://source.unsplash.com/300x300/?Salt
Salt 602,94,86,Fruits,151,300602,https://source.unsplash.com/300x300/?Salt
Sugar 603,101,83,Beverages,15,300603,https://source.unsplash.com/300x300/?Sugar
Rice 604,219,217,Personal Care,181,300604,https://source.unsplash.com/300x300/?Rice
Apple 605,117,114,Personal Care,92,300605,https://source.unsplash.com/300x300/?Apple
Soap 606,72,53,Dairy,34,300606,https://source.unsplash.com/300x300/?Soap
Bread 607,48,38,Grocery,101,300607,https://source.unsplash.com/300x300/?Bread
Toothpaste 608,77,68,Personal Care,150,300608,https://source.unsplash.com/300x300/?Toothpaste
Salt 609,180,176,Beverages,135,300609,https://source.unsplash.com/300x300/?Salt
Oil 610,55,51,Dairy,82,300610,https://source.unsplash.com/300x300/?Oil
Butter 611,81,79,Dairy,61,300611,https://source.unsplash.com/300x300/?Butter
Chocolate 612,140,139,Beverages,97,300612,https://source.unsplash.com/300x300/?Chocolate
Shampoo 613,56,47,Beverages,117,300613,https://source.unsplash.com/300x300/?Shampoo
Cheese 614,188,179,Beverages,19,300614,https://source.unsplash.com/300x300/?Cheese
Juice 615,169,156,Grocery,166,300615,https://source.unsplash.com/300x300/?Juice
Chips 616,156,155,Beverages,22,300616,https://source.unsplash.com/300x300/?Chips
Chips 617,191,185,Grocery,181,300617,https://source.unsplash.com/300x300/?Chips
Sugar 618,151,138,Personal Care,123,300618,https://source.unsplash.com/300x300/?Sugar
Rice 619,81,68,Bakery,131,300619,https://source.unsplash.com/300x300/?Rice
Shampoo 620,150,138,Dairy,111,300620,https://source.unsplash.com/300x300/?Shampoo
Toothpaste 621,68,58,Snacks,195,300621,https://source.unsplash.com/300x300/?Toothpaste
Bread 622,86,77,Fruits,127,300622,https://source.unsplash.com/300x300/?Bread
Soap 623,29,23,Personal Care,17,300623,https://source.unsplash.com/300x300/?Soap
Milk 624,161,157,Personal Care,18,300624,https://source.unsplash.com/300x300/?Milk
Apple 625,103,97,Snacks,115,300625,https://source.unsplash.com/300x300/?Apple
Rice 626,43,27,Beverages,75,300626,https://source.unsplash.com/300x300/?Rice
Banana 627,90,88,Grocery,58,300627,https://source.unsplash.com/300x300/?Banana
Rice 628,124,124,Beverages,78,300628,https://source.unsplash.com/300x300/?Rice
Sugar 629,33,16,Grocery,189,300629,https://source.unsplash.com/300x300/?Sugar
Chocolate 630,68,63,Fruits,113,300630,https://source.unsplash.com/300x300/?Chocolate
Toothpaste 631,188,185,Personal Care,5,300631,https://source.unsplash.com/300x300/?Toothpaste
Apple 632,79,64,Bakery,35,300632,https://source.unsplash.com/300x300/?Apple
Toothpaste 633,48,45,Snacks,101,300633,https://source.unsplash.com/300x300/?Toothpaste
Chips 634,39,21,Personal Care,177,300634,https://source.unsplash.com/300x300/?Chips
Shampoo 635,34,17,Beverages,79,300635,https://source.unsplash.com/300x300/?Shampoo
Sugar 636,156,155,Fruits,11,300636,https://source.unsplash.com/300x300/?Sugar
Cheese 637,88,82,Grocery,137,300637,https://source.unsplash.com/300x300/?Cheese
Milk 638,102,84,Grocery,154,300638,https://source.unsplash.com/300x300/?Milk
Biscuits 639,178,167,Fruits,43,300639,https://source.unsplash.com/300x300/?Biscuits
Shampoo 640,52,43,Beverages,127,300640,https://source.unsplash.com/300x300/?Shampoo
Toothpaste 641,210,207,Fruits,5,300641,https://source.unsplash.com/300x300/?Toothpaste
Bread 642,127,125,Dairy,3,300642,https://source.unsplash.com/300x300/?Bread
Bread 643,188,180,Bakery,83,300643,https://source.unsplash.com/300x300/?Bread
Rice 644,125,109,Bakery,164,300644,https://source.unsplash.com/300x300/?Rice
Juice 645,139,132,Bakery,33,300645,https://source.unsplash.com/300x300/?Juice
Shampoo 646,103,86,Personal Care,61,300646,https://source.unsplash.com/300x300/?Shampoo
Banana 647,155,151,Fruits,77,300647,https://source.unsplash.com/300x300/?Banana
Eggs 648,78,76,Personal Care,5,300648,https://source.unsplash.com/300x300/?Eggs
Toothpaste 649,103,88,Dairy,116,300649,https://source.unsplash.com/300x300/?Toothpaste
Chips 650,93,80,Fruits,21,300650,https://source.unsplash.com/300x300/?Chips
Chips 651,179,168,Fruits,18,300651,https://source.unsplash.com/300x300/?Chips
Toothpaste 652,145,127,Beverages,178,300652,https://source.unsplash.com/300x300/?Toothpaste
Juice 653,144,129,Dairy,194,300653,https://source.unsplash.com/300x300/?Juice
Chocolate 654,158,154,Snacks,183,300654,https://source.unsplash.com/300x300/?Chocolate
Eggs 655,145,126,Beverages,156,300655,https://source.unsplash.com/300x300/?Eggs
Soap 656,171,163,Snacks,76,300656,https://source.unsplash.com/300x300/?Soap
Sugar 657,99,86,Grocery,110,300657,https://source.unsplash.com/300x300/?Sugar
Banana 658,217,198,Grocery,18,300658,https://source.unsplash.com/300x300/?Banana
Juice 659,48,33,Dairy,125,300659,https://source.unsplash.com/300x300/?Juice
Rice 660,197,195,Grocery,98,300660,https://source.unsplash.com/300x300/?Rice
Oil 661,80,76,Grocery,18,300661,https://source.unsplash.com/300x300/?Oil
Chips 662,43,33,Grocery,8,300662,https://source.unsplash.com/300x300/?Chips
Butter 663,24,19,Grocery,88,300663,https://source.unsplash.com/300x300/?Butter
Milk 664,173,161,Bakery,120,300664,https://source.unsplash.com/300x300/?Milk
Butter 665,174,166,Bakery,42,300665,https://source.unsplash.com/300x300/?Butter
Shampoo 666,173,171,Personal Care,29,300666,https://source.unsplash.com/300x300/?Shampoo
Juice 667,200,195,Snacks,199,300667,https://source.unsplash.com/300x300/?Juice
Apple 668,62,45,Dairy,123,300668,https://source.unsplash.com/300x300/?Apple
Chocolate 669,50,33,Snacks,83,300669,https://source.unsplash.com/300x300/?Chocolate
Cheese 670,71,56,Snacks,118,300670,https://source.unsplash.com/300x300/?Cheese
Eggs 671,37,20,Bakery,198,300671,https://source.unsplash.com/300x300/?Eggs
Milk 672,33,16,Fruits,33,300672,https://source.unsplash.com/300x300/?Milk
